,title,image_file,research_area,name,institution,subunit,location,full_affiliation,institution_clean,year,Country
4931,Speaker Identification Using Entropygrams and Convolutional Neural Networks,2020_035_0001.png,Neural Networks & Deep Learning,Karina Figueroa,Universidad Michoacana de San Nicolás de Hidalgo,Facultad de Ciencias Fisico-Matemáticas,"Morelia, Michoacán, Mexico","Facultad de Ciencias Fisico-Matemáticas, Universidad Michoacana de San Nicolás de Hidalgo, 58000 Morelia, Michoacán, Mexico",UMSNH,2020,Mexico
4932,Speaker Identification Using Entropygrams and Convolutional Neural Networks,2020_035_0001.png,Neural Networks & Deep Learning,Jonathan García,Universidad Michoacana de San Nicolás de Hidalgo,Facultad de Ciencias Fisico-Matemáticas,"Morelia, Michoacán, Mexico","Facultad de Ciencias Fisico-Matemáticas, Universidad Michoacana de San Nicolás de Hidalgo, 58000 Morelia, Michoacán, Mexico",UMSNH,2020,Mexico
4933,Convolutional Neural Networks with Hebbian-Based Rules in Online Transfer Learning,2020_035_0002.png,Neural Networks & Deep Learning,Fernando Javier Aguilar Canto,Universidad Autónoma de Yucatán,Facultad de Matemáticas,"Mérida, Yucatán, Mexico","Facultad de Matemáticas, Universidad Autónoma de Yucatán, Anillo Periférico Norte, Tablaje Cat. 13615, Colonia Chuburná Hidalgo Inn, Mérida, Yucatán, Mexico",UADY,2020,Mexico
4934,A Multiresolution Machine Learning Technique to Identify Exoplanets,2020_035_0003.png,Supervised Machine Learning,Miguel Jara-Maldonado,Universidad de las Americas Puebla,"Department of Computing, Electronics and Mechatronics","Sta. Catarina Martir, 72810 San Andres Cholula, Puebla, Mexico","Department of Computing, Electronics and Mechatronics, Universidad de las Americas Puebla, Sta. Catarina Martir, 72810 San Andres Cholula, Puebla, Mexico",UDLAP,2020,Mexico
4935,A Multiresolution Machine Learning Technique to Identify Exoplanets,2020_035_0003.png,Supervised Machine Learning,Vicente Alarcon-Aquino,Universidad de las Americas Puebla,"Department of Computing, Electronics and Mechatronics","Sta. Catarina Martir, 72810 San Andres Cholula, Puebla, Mexico","Department of Computing, Electronics and Mechatronics, Universidad de las Americas Puebla, Sta. Catarina Martir, 72810 San Andres Cholula, Puebla, Mexico",UDLAP,2020,Mexico
4936,A Multiresolution Machine Learning Technique to Identify Exoplanets,2020_035_0003.png,Supervised Machine Learning,Roberto Rosas-Romero,Universidad de las Americas Puebla,"Department of Computing, Electronics and Mechatronics","Sta. Catarina Martir, 72810 San Andres Cholula, Puebla, Mexico","Department of Computing, Electronics and Mechatronics, Universidad de las Americas Puebla, Sta. Catarina Martir, 72810 San Andres Cholula, Puebla, Mexico",UDLAP,2020,Mexico
4937,Outliers Detection in Multi-label Datasets,2020_035_0004.png,Data Mining & Knowledge Discovery,Marilyn Bello,Universidad Central de Las Villas,Computer Science Department,"Santa Clara, Cuba","1 Computer Science Department, Universidad Central de Las Villas, Santa Clara, Cuba | 2 Faculty of Business Economics, Hasselt University, Hasselt, Belgium",*UCLV,2020,Cuba
4938,Outliers Detection in Multi-label Datasets,2020_035_0004.png,Data Mining & Knowledge Discovery,Gonzalo Nápoles,Hasselt University,Faculty of Business Economics | Department of Cognitive Science and Artificial Intelligence,"Hasselt, Belgium | Tilburg, The Netherlands","2 Faculty of Business Economics, Hasselt University, Hasselt, Belgium | 3 Department of Cognitive Science and Artificial Intelligence, Tilburg University, Tilburg, The Netherlands",*UHASSELT,2020,Netherlands
4939,Outliers Detection in Multi-label Datasets,2020_035_0004.png,Data Mining & Knowledge Discovery,Gonzalo Nápoles,Tilburg University,Faculty of Business Economics | Department of Cognitive Science and Artificial Intelligence,"Hasselt, Belgium | Tilburg, The Netherlands","2 Faculty of Business Economics, Hasselt University, Hasselt, Belgium | 3 Department of Cognitive Science and Artificial Intelligence, Tilburg University, Tilburg, The Netherlands",~TU,2020,Netherlands
4940,Outliers Detection in Multi-label Datasets,2020_035_0004.png,Data Mining & Knowledge Discovery,Rafael Morera,Universidad Central de Las Villas,Computer Science Department,"Santa Clara, Cuba","1 Computer Science Department, Universidad Central de Las Villas, Santa Clara, Cuba",*UCLV,2020,Cuba
4941,Outliers Detection in Multi-label Datasets,2020_035_0004.png,Data Mining & Knowledge Discovery,Koen Vanhoof,Hasselt University,Faculty of Business Economics,"Hasselt, Belgium","2 Faculty of Business Economics, Hasselt University, Hasselt, Belgium",*UHASSELT,2020,
4942,Outliers Detection in Multi-label Datasets,2020_035_0004.png,Data Mining & Knowledge Discovery,Rafael Bello,Universidad Central de Las Villas,Computer Science Department,"Santa Clara, Cuba","1 Computer Science Department, Universidad Central de Las Villas, Santa Clara, Cuba",*UCLV,2020,Cuba
4943,Implementation of a SVM on an Embedded System: A Case Study on Fall Detection,2020_035_0005.png,Supervised Machine Learning,Luis Márquez-Ordaz,Universidad Panamericana,Facultad de Ingeniería,"Ciudad de México, Mexico","Facultad de Ingeniería, Universidad Panamericana, Augusto Rodin 498, 03920 Ciudad de México, Mexico",UP,2020,Mexico
4944,Implementation of a SVM on an Embedded System: A Case Study on Fall Detection,2020_035_0005.png,Supervised Machine Learning,Hiram Ponce,Universidad Panamericana,Facultad de Ingeniería,"Ciudad de México, Mexico","Facultad de Ingeniería, Universidad Panamericana, Augusto Rodin 498, 03920 Ciudad de México, Mexico",UP,2020,Mexico
4945,Click Event Sound Detection Using Machine Learning in Automotive Industry,2020_035_0006.png,Supervised Machine Learning,Ricardo Espinosa,Universidad Panamericana,Facultad de Ingeniería,"Aguascalientes, Mexico","Facultad de Ingeniería, Universidad Panamericana, Josemaría Escrivá de Balaguer 101, Aguascalientes, 20290 Aguascalientes, Mexico",UP,2020,Mexico
4946,Click Event Sound Detection Using Machine Learning in Automotive Industry,2020_035_0006.png,Supervised Machine Learning,Hiram Ponce,Universidad Panamericana,Facultad de Ingeniería,"Ciudad de México, Mexico","Facultad de Ingeniería, Universidad Panamericana, Augusto Rodin 498, 03920 Ciudad de México, Mexico",UP,2020,Mexico
4947,Click Event Sound Detection Using Machine Learning in Automotive Industry,2020_035_0006.png,Supervised Machine Learning,Sebastián Gutiérrez,Universidad Panamericana,Facultad de Ingeniería,"Aguascalientes, Mexico","Facultad de Ingeniería, Universidad Panamericana, Josemaría Escrivá de Balaguer 101, Aguascalientes, 20290 Aguascalientes, Mexico",UP,2020,Mexico
4948,Click Event Sound Detection Using Machine Learning in Automotive Industry,2020_035_0006.png,Supervised Machine Learning,Eluney Hernández,Universidad Panamericana,Facultad de Ingeniería,"Aguascalientes, Mexico","Facultad de Ingeniería, Universidad Panamericana, Josemaría Escrivá de Balaguer 101, Aguascalientes, 20290 Aguascalientes, Mexico",UP,2020,Mexico
4949,Convolutional Neural Network for Classification of Diabetic Retinopathy Grade,2020_035_0007.png,Computer Vision,Vanessa Alcalá-Rmz,Universidad Autónoma de Zacatecas,Unidad Académica de Ingeniería Eléctrica,"Zacatecas, Zac, Mexico","Unidad Académica de Ingeniería Eléctrica, Universidad Autónoma de Zacatecas, Jardín Juarez 147, Centro, 98000 Zacatecas, Zac, Mexico",UAZ,2020,Mexico
4950,Convolutional Neural Network for Classification of Diabetic Retinopathy Grade,2020_035_0007.png,Computer Vision,Valeria Maeda-Gutiérrez,Universidad Autónoma de Zacatecas,Unidad Académica de Ingeniería Eléctrica,"Zacatecas, Zac, Mexico","Unidad Académica de Ingeniería Eléctrica, Universidad Autónoma de Zacatecas, Jardín Juarez 147, Centro, 98000 Zacatecas, Zac, Mexico",UAZ,2020,Mexico
4951,Convolutional Neural Network for Classification of Diabetic Retinopathy Grade,2020_035_0007.png,Computer Vision,Laura A. Zanella-Calzada,Université de Lorraine,LORIA,"Nancy, France","LORIA (Université de Lorraine, CNRS, Inria), Campus Scientifique BP 239, 54506 Nancy, France",*LORRAINE,2020,France
4952,Convolutional Neural Network for Classification of Diabetic Retinopathy Grade,2020_035_0007.png,Computer Vision,Adan Valladares-Salgado,Instituto Mexicano del Seguro Social,"Unidad de Investigación Médica en Bioquímica, Hospital de Especialidades, Centro Médico Nacional Siglo XXI","Ciudad de México, Mexico","Unidad de Investigación Médica en Bioquímica, Hospital de Especialidades, Centro Médico Nacional Siglo XXI. Instituto Mexicano del Seguro Social. Mexico City, Av. Cuauhtémoc 330, Col. Doctores, Del. Cuauhtémoc, 06720 Ciudad de México, Mexico",IMSS,2020,Mexico
4953,Convolutional Neural Network for Classification of Diabetic Retinopathy Grade,2020_035_0007.png,Computer Vision,José M. Celaya-Padilla,Universidad Autónoma de Zacatecas,Unidad Académica de Ingeniería Eléctrica,"Zacatecas, Zac, Mexico","Unidad Académica de Ingeniería Eléctrica, Universidad Autónoma de Zacatecas, Jardín Juarez 147, Centro, 98000 Zacatecas, Zac, Mexico",UAZ,2020,Mexico
4954,Convolutional Neural Network for Classification of Diabetic Retinopathy Grade,2020_035_0007.png,Computer Vision,Carlos E. Galván-Tejada,Universidad Autónoma de Zacatecas,Unidad Académica de Ingeniería Eléctrica,"Zacatecas, Zac, Mexico","Unidad Académica de Ingeniería Eléctrica, Universidad Autónoma de Zacatecas, Jardín Juarez 147, Centro, 98000 Zacatecas, Zac, Mexico",UAZ,2020,Mexico
4955,Classifiers Ensemble of HMM and d-Vectors in Biometric Speaker Verification,2020_035_0008.png,Neural Networks & Deep Learning,Juan Carlos Atenco-Vazquez,"National Institute of Astrophysics, Optics and Electronics",,"Puebla, Mexico","National Institute of Astrophysics, Optics and Electronics, Puebla, Mexico",INAOE,2020,Mexico
4956,Classifiers Ensemble of HMM and d-Vectors in Biometric Speaker Verification,2020_035_0008.png,Neural Networks & Deep Learning,Juan C. Moreno-Rodriguez,"National Institute of Astrophysics, Optics and Electronics",,"Puebla, Mexico","National Institute of Astrophysics, Optics and Electronics, Puebla, Mexico",INAOE,2020,Mexico
4957,Classifiers Ensemble of HMM and d-Vectors in Biometric Speaker Verification,2020_035_0008.png,Neural Networks & Deep Learning,Israel Cruz-Vega,"National Institute of Astrophysics, Optics and Electronics",,"Puebla, Mexico","National Institute of Astrophysics, Optics and Electronics, Puebla, Mexico",INAOE,2020,Mexico
4958,Classifiers Ensemble of HMM and d-Vectors in Biometric Speaker Verification,2020_035_0008.png,Neural Networks & Deep Learning,Pilar Gomez-Gil,"National Institute of Astrophysics, Optics and Electronics",,"Puebla, Mexico","National Institute of Astrophysics, Optics and Electronics, Puebla, Mexico",INAOE,2020,Mexico
4959,Classifiers Ensemble of HMM and d-Vectors in Biometric Speaker Verification,2020_035_0008.png,Neural Networks & Deep Learning,Rene Arechiga,New Mexico Tech,Electrical Engineering Department,"Socorro, USA","Electrical Engineering Department, New Mexico Tech, Socorro, USA",~NMT,2020,United States
4960,Classifiers Ensemble of HMM and d-Vectors in Biometric Speaker Verification,2020_035_0008.png,Neural Networks & Deep Learning,Juan Manuel Ramirez-Cortes,"National Institute of Astrophysics, Optics and Electronics",,"Puebla, Mexico","National Institute of Astrophysics, Optics and Electronics, Puebla, Mexico",INAOE,2020,Mexico
4961,Reducing the Risk of Premature Birth Through an Expert System Based on a Neural Network,2020_035_0009.png,Hybrid AI & Expert Systems,Nayeli Montalvo-Romero,National Technology of Mexico,"Industrial Engineering Division, HTI of Purísima del Rincón","Purísima del Rincón, Guanajuato, Mexico","Industrial Engineering Division, National Technology of Mexico/HTI of Purísima del Rincón, Purísima del Rincón, Guanajuato, Mexico",TecNM,2020,Mexico
4962,Reducing the Risk of Premature Birth Through an Expert System Based on a Neural Network,2020_035_0009.png,Hybrid AI & Expert Systems,Aarón Montiel-Rosales,National Technology of Mexico,"Industrial Engineering Division, HTI of Purísima del Rincón","Purísima del Rincón, Guanajuato, Mexico","Industrial Engineering Division, National Technology of Mexico/HTI of Purísima del Rincón, Purísima del Rincón, Guanajuato, Mexico",TecNM,2020,Mexico
4963,Reducing the Risk of Premature Birth Through an Expert System Based on a Neural Network,2020_035_0009.png,Hybrid AI & Expert Systems,Albero Alfonso Aguilar-Lasserre,National Technology of Mexico,"Division of Postgraduate Studies and Research, TI of Orizaba","Orizaba, Veracruz, Mexico","Division of Postgraduate Studies and Research, National Technology of Mexico/TI of Orizaba, Orizaba, Veracruz, Mexico",TecNM,2020,Mexico
4964,Reducing the Risk of Premature Birth Through an Expert System Based on a Neural Network,2020_035_0009.png,Hybrid AI & Expert Systems,Gregorio Fernández-Lambert,National Technology of Mexico,"Division of Postgraduate Studies and Research, HTI of Misantla","Misantla, Veracruz, Mexico","Division of Postgraduate Studies and Research, National Technology of Mexico/HTI of Misantla, Misantla, Veracruz, Mexico",TecNM,2020,Mexico
4965,Impact of Memory Control on Batch Learning in Human Activity Recognition Scenario in Comparison to Data Stream Learning,2020_035_0010.png,Supervised Machine Learning,Leandro Miranda,Fluminense Federal University,,"Niterói, RJ, Brazil","Fluminense Federal University, Niterói, RJ 24210-346, Brazil",*UFF,2020,Brazil
4966,Impact of Memory Control on Batch Learning in Human Activity Recognition Scenario in Comparison to Data Stream Learning,2020_035_0010.png,Supervised Machine Learning,José Viterbo,Fluminense Federal University,,"Niterói, RJ, Brazil","Fluminense Federal University, Niterói, RJ 24210-346, Brazil",*UFF,2020,Brazil
4967,Impact of Memory Control on Batch Learning in Human Activity Recognition Scenario in Comparison to Data Stream Learning,2020_035_0010.png,Supervised Machine Learning,Flávia Bernardini,Fluminense Federal University,,"Niterói, RJ, Brazil","Fluminense Federal University, Niterói, RJ 24210-346, Brazil",*UFF,2020,Brazil
4968,Automated Characterization and Prediction of Wind Conditions Using Gaussian Mixtures,2020_035_0011.png,Unsupervised Machine Learning,Magali Arellano-Vázquez,INFOTEC Center for Research and Innovation in Information and Communication Technologies,,"Mexico City, Mexico","1 INFOTEC Center for Research and Innovation in Information and Communication Technologies, Mexico City, Mexico | 2 National Council for Science and Technology, Mexico (CONACYT), Mexico City, Mexico",~ICRIICT,2020,Mexico
4969,Automated Characterization and Prediction of Wind Conditions Using Gaussian Mixtures,2020_035_0011.png,Unsupervised Machine Learning,Magali Arellano-Vázquez,National Council for Science and Technology,,"Mexico City, Mexico","1 INFOTEC Center for Research and Innovation in Information and Communication Technologies, Mexico City, Mexico | 2 National Council for Science and Technology, Mexico (CONACYT), Mexico City, Mexico",~NCST,2020,Mexico
4970,Automated Characterization and Prediction of Wind Conditions Using Gaussian Mixtures,2020_035_0011.png,Unsupervised Machine Learning,Carlos Minutti-Martinez,National University of Mexico,Institute of Research in Applied Mathematics and Systems,"Mexico City, Mexico","3 Institute of Research in Applied Mathematics and Systems, National University of Mexico, Mexico City, Mexico",~NUM,2020,Mexico
4971,Automated Characterization and Prediction of Wind Conditions Using Gaussian Mixtures,2020_035_0011.png,Unsupervised Machine Learning,Marlene Zamora-Machado,Autonomous University of Baja California,,"Tijuana, Mexico","4 Autonomous University of Baja California, Tijuana, Mexico",UABC,2020,Mexico
4972,A Survey on Freezing of Gait Detection and Prediction in Parkinson’s Disease,2020_035_0012.png,Supervised Machine Learning,Lourdes Martínez-Villaseñor,Universidad Panamericana,Facultad de Ingeniería,"Ciudad de México, Mexico","Facultad de Ingeniería, Universidad Panamericana, Augusto Rodin 498, 03920 Ciudad de México, Mexico",UP,2020,Mexico
